;1.6;1.8;2.8;5.8;6.8;7.8;8.8
;PMAX;CP;CO;BPP;BPO;BOO;BOP
;C;C;C;C;C;C;C
DATA ODCZYTU;kW;kWh;kWh;kvarh;kvarh;kvarh;kvarh
2018-03-01 00:00:00;208,;1 369 161,1379;0,;103 468,9216;0,;0,;2,9359
2018-03-02 00:00:00;201,;1 372 386,2702;0,;103 625,9281;0,;0,;2,9359
2018-03-03 00:00:00;191,;1 375 485,0574;0,;103 790,1958;0,;0,;2,9359
2018-03-04 00:00:00;199,;1 378 627,8389;0,;103 954,6441;0,;0,;2,9359
2018-03-05 00:00:00;196,;1 381 675,2777;0,;104 088,8379;0,;0,;2,9371
2018-03-06 00:00:00;179,;1 384 624,2927;0,;104 244,7546;0,;0,;2,9371
2018-03-07 00:00:00;183,;1 387 432,5149;0,;104 395,3098;0,;0,;2,9371
2018-03-08 00:00:00;179,;1 390 158,1191;0,;104 545,5172;0,;0,;2,9381
2018-03-09 00:00:00;182,;1 392 761,1975;0,;104 695,6447;0,;0,;2,9381
2018-03-10 00:00:00;159,;1 395 243,8808;0,;104 848,7124;0,;0,;2,9381
2018-03-11 00:00:00;170,;1 397 787,0547;0,;105 011,956;0,;0,;2,9383
2018-03-12 00:00:00;157,;1 400 154,4755;0,;105 144,691;0,;0,;2,9799
2018-03-13 00:00:00;164,;1 402 462,4581;0,;105 284,4459;0,;0,;2,9806
2018-03-14 00:00:00;142,;1 404 753,1272;0,;105 430,3801;0,;0,;2,9806
2018-03-15 00:00:00;158,;1 407 120,2563;0,;105 566,8444;0,;0,;2,9825
2018-03-16 00:00:00;161,;1 409 550,3909;0,;105 713,1579;0,;0,;2,9846
2018-03-17 00:00:00;177,;1 412 165,1942;0,;105 856,0566;0,;0,;2,9864
2018-03-18 00:00:00;179,;1 414 938,0131;0,;106 006,0003;0,;0,;2,991
2018-03-19 00:00:00;194,;1 417 828,2942;0,;106 141,827;0,;0,;2,9922
2018-03-20 00:00:00;187,;1 420 675,899;0,;106 281,1817;0,;0,;2,9922
2018-03-21 00:00:00;185,;1 423 340,8818;0,;106 420,534;0,;0,;2,9935
2018-03-22 00:00:00;181,;1 425 900,0865;0,;106 561,0732;0,;0,;2,9967
2018-03-23 00:00:00;183,;1 428 557,6761;0,;106 712,9968;0,;0,;2,9967
2018-03-24 00:00:00;165,;1 431 149,9278;0,;106 857,6283;0,;0,;2,9968
2018-03-25 00:00:00;170,;1 433 806,8538;0,;107 039,0544;0,;0,;2,9968
2018-03-27 00:00:00;175,;1 438 621,6253;0,;107 320,6361;0,;0,;2,9976
2018-03-28 00:00:00;175,;1 441 077,1546;0,;107 468,0038;0,;0,;2,9976
2018-03-29 00:00:00;165,;1 443 639,4838;0,;107 632,7207;0,;0,;2,9977
2018-03-30 00:00:00;181,;1 446 189,2352;0,;107 812,751;0,;0,;2,9977
2018-03-31 00:00:00;157,;1 448 721,4622;0,;107 993,1943;0,;0,;2,998
2018-04-01 00:00:00;161,;1 451 287,4219;0,;108 162,1846;0,;0,;2,9983
2018-04-02 00:00:00;162,;1 453 646,5948;0,;108 280,4825;0,;0,;2,9988
2018-04-03 00:00:00;155,;1 455 913,6198;0,;108 411,1891;0,;0,;2,9993
2018-04-04 00:00:00;142,;1 458 184,1272;0,;108 574,6301;0,;0,;2,9993
2018-04-05 00:00:00;138,;1 460 236,8667;0,;108 721,0695;0,;0,;3,0011
