;1.6;1.8;2.8;5.8;6.8;7.8;8.8
;PMAX;CP;CO;BPP;BPO;BOO;BOP
;C;C;C;C;C;C;C
DATA ODCZYTU;kW;kWh;kWh;kvarh;kvarh;kvarh;kvarh
2018-03-01 00:00:00;148,;1 018 998,8827;0,;134 665,8749;0,;0,;28,0829
2018-03-02 00:00:00;142,;1 021 744,4883;0,;134 930,3443;0,;0,;28,0829
2018-03-03 00:00:00;155,;1 024 411,4907;0,;135 157,6086;0,;0,;28,0829
2018-03-04 00:00:00;146,;1 027 054,6485;0,;135 343,8365;0,;0,;28,204
2018-03-05 00:00:00;132,;1 029 491,229;0,;135 487,5346;0,;0,;28,2615
2018-03-06 00:00:00;139,;1 031 728,3299;0,;135 711,9506;0,;0,;28,2629
2018-03-07 00:00:00;127,;1 034 052,9676;0,;135 925,8452;0,;0,;28,4024
2018-03-08 00:00:00;119,;1 036 212,1649;0,;136 147,3846;0,;0,;28,4024
2018-03-09 00:00:00;125,;1 038 335,492;0,;136 360,6508;0,;0,;28,4024
2018-03-10 00:00:00;112,;1 040 394,8982;0,;136 597,5636;0,;0,;28,4024
2018-03-11 00:00:00;128,;1 042 366,3519;0,;136 783,1087;0,;0,;29,5565
2018-03-12 00:00:00;113,;1 043 994,6224;0,;136 893,487;0,;0,;29,8476
2018-03-13 00:00:00;104,;1 045 685,7762;0,;137 089,6798;0,;0,;29,8476
2018-03-14 00:00:00;109,;1 047 409,7757;0,;137 316,5244;0,;0,;29,8476
2018-03-15 00:00:00;124,;1 049 274,2387;0,;137 549,8332;0,;0,;29,8476
2018-03-16 00:00:00;116,;1 051 128,284;0,;137 778,6757;0,;0,;29,8476
2018-03-17 00:00:00;132,;1 053 332,0327;0,;138 002,6892;0,;0,;29,8476
2018-03-18 00:00:00;131,;1 055 681,8391;0,;138 174,8501;0,;0,;30,1094
2018-03-19 00:00:00;133,;1 057 985,506;0,;138 317,9172;0,;0,;30,1438
2018-03-20 00:00:00;127,;1 060 348,5331;0,;138 585,5411;0,;0,;30,1438
2018-03-21 00:00:00;132,;1 062 544,3883;0,;138 825,1787;0,;0,;30,1438
2018-03-22 00:00:00;121,;1 064 847,8701;0,;139 069,5047;0,;0,;30,1438
2018-03-23 00:00:00;111,;1 066 887,4281;0,;139 285,016;0,;0,;30,1438
2018-03-24 00:00:00;116,;1 068 908,8429;0,;139 530,6479;0,;0,;30,1438
2018-03-25 00:00:00;111,;1 070 885,0042;0,;139 703,7073;0,;0,;30,6878
2018-03-27 00:00:00;124,;1 074 668,653;0,;140 046,217;0,;0,;31,062
2018-03-28 00:00:00;113,;1 076 669,5492;0,;140 309,9842;0,;0,;31,062
2018-03-29 00:00:00;113,;1 078 676,8047;0,;140 569,3075;0,;0,;31,062
2018-03-30 00:00:00;121,;1 080 546,5033;0,;140 798,0956;0,;0,;31,062
2018-03-31 00:00:00;104,;1 082 382,4058;0,;141 017,6124;0,;0,;31,062
2018-04-01 00:00:00;103,;1 083 996,7111;0,;141 159,0405;0,;0,;31,2471
2018-04-02 00:00:00;95,;1 085 464,9094;0,;141 225,1269;0,;0,;31,9308
2018-04-03 00:00:00;90,;1 086 939,7321;0,;141 317,7844;0,;0,;32,0226
2018-04-04 00:00:00;108,;1 088 602,9987;0,;141 549,3033;0,;0,;32,0226
2018-04-05 00:00:00;96,;1 090 119,0849;0,;141 752,7541;0,;0,;32,0226
